timestamp,server,cpu_percent,memory_gb,network_mbps
2026-05-21 03:00,srv-web-01,41.53,6.05,103.83
2026-05-21 04:00,srv-web-01,30.71,6.54,109.04
2026-05-21 05:00,srv-web-01,36.3,6.04,110.23
2026-05-21 06:00,srv-web-01,47.86,6.51,89.62
2026-05-21 07:00,srv-web-01,36.12,5.47,132.79
2026-05-21 08:00,srv-web-01,30.24,5.91,127.57
2026-05-21 09:00,srv-web-01,40.19,5.04,114.98
2026-05-21 10:00,srv-web-01,32.15,5.48,146.48
2026-05-21 11:00,srv-web-01,37.43,4.99,133.77
2026-05-21 12:00,srv-web-01,47.73,6.83,97.21
2026-05-21 13:00,srv-web-01,32.09,7.01,109.38
2026-05-21 14:00,srv-web-01,37.66,6.62,106.1
2026-05-21 15:00,srv-web-01,34.64,3.41,
2026-05-21 16:00,srv-web-01,33.48,5.0,144.49
2026-05-21 17:00,srv-web-01,26.42,5.65,121.96
2026-05-21 18:00,srv-web-01,43.65,4.85,137.45
2026-05-21 19:00,srv-web-01,35.06,5.21,126.93
2026-05-21 20:00,srv-web-01,36.19,5.52,121.05
2026-05-21 21:00,srv-web-01,32.69,,129.93
2026-05-21 22:00,srv-web-01,44.52,5.01,152.0
2026-05-21 23:00,srv-web-01,23.29,5.88,128.82
2026-05-22 00:00,srv-web-01,36.69,5.5,116.88
2026-05-22 01:00,srv-web-01,32.04,5.53,132.74
2026-05-22 02:00,srv-web-01,37.14,5.45,133.49
2026-05-22 03:00,srv-web-01,36.84,6.65,129.44
2026-05-22 04:00,srv-web-01,30.03,5.55,131.21
2026-05-22 05:00,srv-web-01,38.66,5.98,121.76
2026-05-22 06:00,srv-web-01,42.67,,128.21
2026-05-22 07:00,srv-web-01,33.79,5.83,136.48
2026-05-22 08:00,srv-web-01,39.95,6.65,139.58
2026-05-22 09:00,srv-web-01,35.13,6.55,115.35
2026-05-22 10:00,srv-web-01,36.94,5.9,121.45
2026-05-22 11:00,srv-web-01,38.57,5.35,151.39
2026-05-22 12:00,srv-web-01,28.96,5.03,137.37
2026-05-22 13:00,srv-web-01,39.75,6.5,129.43
2026-05-22 14:00,srv-web-01,34.93,5.28,121.14
2026-05-22 15:00,srv-web-01,30.94,6.78,117.79
2026-05-22 16:00,srv-web-01,30.05,5.74,126.19
2026-05-22 17:00,srv-web-01,31.62,5.34,123.66
2026-05-22 18:00,srv-web-01,36.47,5.59,112.93
2026-05-22 19:00,srv-web-01,36.39,4.84,98.89
2026-05-22 20:00,srv-web-01,30.69,5.83,124.66
2026-05-22 21:00,srv-web-01,43.85,6.69,117.6
2026-05-22 22:00,srv-web-01,34.89,5.2,119.72
2026-05-22 23:00,srv-web-01,33.27,6.26,107.59
2026-05-23 00:00,srv-web-01,38.12,7.23,118.37
2026-05-23 01:00,srv-web-01,37.41,6.55,113.98
2026-05-23 02:00,srv-web-01,36.34,6.01,121.47
2026-05-23 03:00,srv-web-01,30.36,6.02,
2026-05-23 04:00,srv-web-01,43.71,6.77,152.3
2026-05-23 05:00,srv-web-01,30.4,6.7,122.75
2026-05-23 06:00,srv-web-01,48.14,5.35,107.4
2026-05-23 07:00,srv-web-01,31.4,4.3,112.11
2026-05-23 08:00,srv-web-01,30.45,6.12,125.13
2026-05-23 09:00,srv-web-01,46.26,6.76,111.35
2026-05-23 10:00,srv-web-01,,6.39,100.2
2026-05-23 11:00,srv-web-01,45.99,6.94,112.96
2026-05-23 12:00,srv-web-01,24.72,7.08,118.28
2026-05-23 13:00,srv-web-01,,4.72,111.01
2026-05-23 14:00,srv-web-01,35.03,6.04,113.25
2026-05-23 15:00,srv-web-01,38.74,5.15,117.86
2026-05-23 16:00,srv-web-01,35.72,6.41,130.67
2026-05-23 17:00,srv-web-01,28.25,4.77,139.17
2026-05-23 18:00,srv-web-01,36.99,5.4,143.27
2026-05-23 19:00,srv-web-01,35.69,6.94,121.01
2026-05-23 20:00,srv-web-01,47.36,7.4,116.27
2026-05-23 21:00,srv-web-01,40.83,6.52,140.53
2026-05-23 22:00,srv-web-01,29.21,6.55,135.88
2026-05-23 23:00,srv-web-01,24.45,5.05,89.41
2026-05-24 00:00,srv-web-01,33.38,6.57,142.54
2026-05-24 01:00,srv-web-01,35.44,7.3,99.3
2026-05-24 02:00,srv-web-01,24.78,5.96,125.76
2026-05-24 03:00,srv-web-01,34.8,4.35,118.66
2026-05-24 04:00,srv-web-01,27.17,6.54,125.5
2026-05-24 05:00,srv-web-01,29.36,5.59,104.11
2026-05-24 06:00,srv-web-01,34.62,6.76,105.21
2026-05-24 07:00,srv-web-01,38.02,5.58,108.11
2026-05-24 08:00,srv-web-01,34.36,5.17,111.7
2026-05-24 09:00,srv-web-01,27.81,7.57,120.53
2026-05-24 10:00,srv-web-01,30.8,6.17,118.32
2026-05-24 11:00,srv-web-01,33.67,6.49,131.36
2026-05-24 12:00,srv-web-01,31.82,5.54,115.87
2026-05-24 13:00,srv-web-01,21.19,4.79,140.5
2026-05-24 14:00,srv-web-01,44.87,,128.65
2026-05-24 15:00,srv-web-01,36.87,8.46,136.79
2026-05-24 16:00,srv-web-01,34.23,5.24,95.9
2026-05-24 17:00,srv-web-01,36.22,5.39,98.67
2026-05-24 18:00,srv-web-01,31.12,5.13,145.31
2026-05-24 19:00,srv-web-01,40.29,5.99,142.2
2026-05-24 20:00,srv-web-01,35.46,5.31,142.85
2026-05-24 21:00,srv-web-01,38.23,5.17,117.14
2026-05-24 22:00,srv-web-01,29.75,4.89,133.89
2026-05-24 23:00,srv-web-01,46.46,4.88,128.44
2026-05-25 00:00,srv-web-01,31.1,5.61,111.11
2026-05-25 01:00,srv-web-01,29.82,6.04,107.54
2026-05-25 02:00,srv-web-01,36.62,5.96,116.42
2026-05-25 03:00,srv-web-01,29.55,5.54,131.33
2026-05-25 04:00,srv-web-01,38.01,5.22,121.49
2026-05-25 05:00,srv-web-01,39.51,4.66,128.15
2026-05-25 06:00,srv-web-01,31.02,6.46,108.55
2026-05-25 07:00,srv-web-01,24.17,4.7,120.72
2026-05-25 08:00,srv-web-01,36.56,5.28,129.58
2026-05-25 09:00,srv-web-01,25.03,5.95,101.83
2026-05-25 10:00,srv-web-01,31.09,6.04,107.09
2026-05-25 11:00,srv-web-01,32.69,6.81,111.35
2026-05-25 12:00,srv-web-01,40.01,5.1,127.95
2026-05-25 13:00,srv-web-01,43.65,4.02,108.05
2026-05-25 14:00,srv-web-01,38.46,5.84,125.57
2026-05-25 15:00,srv-web-01,31.38,6.07,117.66
2026-05-25 16:00,srv-web-01,42.01,6.2,125.06
2026-05-25 17:00,srv-web-01,32.53,5.61,113.51
2026-05-25 18:00,srv-web-01,37.37,5.66,124.35
2026-05-25 19:00,srv-web-01,47.45,6.7,115.11
2026-05-25 20:00,srv-web-01,42.21,5.67,89.43
2026-05-25 21:00,srv-web-01,28.95,4.5,114.73
2026-05-25 22:00,srv-web-01,35.11,7.34,124.9
2026-05-25 23:00,srv-web-01,33.69,6.66,86.83
2026-05-26 00:00,srv-web-01,36.41,6.62,97.82
2026-05-26 01:00,srv-web-01,41.86,6.27,113.77
2026-05-26 02:00,srv-web-01,38.8,7.82,122.73
2026-05-26 03:00,srv-web-01,36.49,5.63,107.25
2026-05-26 04:00,srv-web-01,39.98,5.32,121.07
2026-05-26 05:00,srv-web-01,32.13,6.38,125.0
2026-05-26 06:00,srv-web-01,41.23,5.59,115.95
2026-05-26 07:00,srv-web-01,29.13,5.64,125.66
2026-05-26 08:00,srv-web-01,39.54,5.26,133.04
2026-05-26 09:00,srv-web-01,43.13,6.33,148.15
2026-05-26 10:00,srv-web-01,30.36,5.0,93.32
2026-05-26 11:00,srv-web-01,43.98,6.52,119.17
2026-05-26 12:00,srv-web-01,36.68,5.1,156.69
2026-05-26 13:00,srv-web-01,35.78,6.09,130.89
2026-05-26 14:00,srv-web-01,37.89,6.18,108.14
2026-05-26 15:00,srv-web-01,37.83,7.51,140.18
2026-05-26 16:00,srv-web-01,44.56,5.59,105.16
2026-05-26 17:00,srv-web-01,34.25,6.04,136.41
2026-05-26 18:00,srv-web-01,24.85,7.22,117.63
2026-05-26 19:00,srv-web-01,32.44,5.19,95.18
2026-05-26 20:00,srv-web-01,39.94,6.06,100.65
2026-05-26 21:00,srv-web-01,27.23,5.73,145.04
2026-05-26 22:00,srv-web-01,33.44,4.8,116.31
2026-05-26 23:00,srv-web-01,33.36,3.84,119.19
2026-05-27 00:00,srv-web-01,33.61,6.56,147.73
2026-05-27 01:00,srv-web-01,41.76,5.78,103.4
2026-05-27 02:00,srv-web-01,50.44,6.05,120.21
2026-05-27 03:00,srv-web-01,34.86,6.16,117.83
2026-05-27 04:00,srv-web-01,31.56,5.56,119.51
2026-05-27 05:00,srv-web-01,31.74,5.43,121.6
2026-05-27 06:00,srv-web-01,33.47,7.2,80.24
2026-05-27 07:00,srv-web-01,41.55,7.0,88.9
2026-05-27 08:00,srv-web-01,32.94,5.7,98.89
2026-05-27 09:00,srv-web-01,30.33,5.11,146.28
2026-05-27 10:00,srv-web-01,40.61,7.02,130.83
2026-05-27 11:00,srv-web-01,28.23,5.58,127.34
2026-05-27 12:00,srv-web-01,27.67,6.57,116.4
2026-05-27 13:00,srv-web-01,32.75,6.57,126.66
2026-05-27 14:00,srv-web-01,32.83,6.93,103.78
2026-05-27 15:00,srv-web-01,38.7,6.47,115.36
2026-05-27 16:00,srv-web-01,36.96,5.0,133.86
2026-05-27 17:00,srv-web-01,33.89,5.58,135.74
2026-05-27 18:00,srv-web-01,30.77,4.87,96.65
2026-05-27 19:00,srv-web-01,38.64,4.98,146.32
2026-05-27 20:00,srv-web-01,22.51,7.36,123.17
2026-05-27 21:00,srv-web-01,34.42,5.56,125.99
2026-05-27 22:00,srv-web-01,34.77,6.88,121.71
2026-05-27 23:00,srv-web-01,35.9,5.71,119.15
2026-05-28 00:00,srv-web-01,36.85,4.63,99.78
2026-05-28 01:00,srv-web-01,39.46,6.14,117.24
2026-05-28 02:00,srv-web-01,35.11,6.28,111.9
2026-05-28 03:00,srv-web-01,30.33,6.16,105.32
2026-05-28 04:00,srv-web-01,37.45,4.64,135.44
2026-05-28 05:00,srv-web-01,37.84,6.2,134.74
2026-05-28 06:00,srv-web-01,44.99,6.81,92.39
2026-05-28 07:00,srv-web-01,27.32,5.5,120.39
2026-05-28 08:00,srv-web-01,38.11,5.42,122.8
2026-05-28 09:00,srv-web-01,30.47,5.51,98.9
2026-05-28 10:00,srv-web-01,29.46,4.92,105.36
2026-05-28 11:00,srv-web-01,41.32,5.24,159.49
2026-05-28 12:00,srv-web-01,37.96,6.15,107.12
2026-05-28 13:00,srv-web-01,39.2,5.54,121.83
2026-05-28 14:00,srv-web-01,50.36,5.92,137.24
2026-05-28 15:00,srv-web-01,30.78,5.97,146.56
2026-05-28 16:00,srv-web-01,31.24,7.45,
2026-05-28 17:00,srv-web-01,31.63,6.51,134.59
2026-05-28 18:00,srv-web-01,38.73,4.74,109.09
2026-05-28 19:00,srv-web-01,33.51,5.94,129.31
2026-05-28 20:00,srv-web-01,36.07,4.93,125.7
2026-05-28 21:00,srv-web-01,38.66,6.45,136.21
2026-05-28 22:00,srv-web-01,40.0,6.37,118.95
2026-05-28 23:00,srv-web-01,25.03,6.34,123.12
2026-05-29 00:00,srv-web-01,36.63,4.98,103.78
2026-05-29 01:00,srv-web-01,41.32,5.97,130.22
2026-05-29 02:00,srv-web-01,35.17,6.02,134.07
2026-05-29 03:00,srv-web-01,31.9,6.08,113.07
2026-05-29 04:00,srv-web-01,32.39,5.75,123.33
2026-05-29 05:00,srv-web-01,32.13,7.0,106.58
2026-05-29 06:00,srv-web-01,33.88,5.65,141.7
2026-05-29 07:00,srv-web-01,36.18,6.83,97.72
2026-05-29 08:00,srv-web-01,36.6,6.71,121.23
2026-05-29 09:00,srv-web-01,41.39,5.59,141.14
2026-05-29 10:00,srv-web-01,48.79,5.71,113.32
2026-05-29 11:00,srv-web-01,43.72,7.26,112.16
2026-05-29 12:00,srv-web-01,32.48,5.77,99.83
2026-05-29 13:00,srv-web-01,29.49,5.2,108.48
2026-05-29 14:00,srv-web-01,34.79,6.19,143.26
2026-05-29 15:00,srv-web-01,29.01,6.79,116.79
2026-05-29 16:00,srv-web-01,34.7,6.54,103.16
2026-05-29 17:00,srv-web-01,37.29,6.13,127.39
2026-05-29 18:00,srv-web-01,36.74,7.96,110.43
2026-05-29 19:00,srv-web-01,31.81,5.5,111.67
2026-05-29 20:00,srv-web-01,31.18,6.95,141.31
2026-05-29 21:00,srv-web-01,31.58,5.33,127.07
2026-05-29 22:00,srv-web-01,31.69,6.51,123.04
2026-05-29 23:00,srv-web-01,25.91,7.24,146.94
2026-05-30 00:00,srv-web-01,31.32,5.69,124.29
2026-05-30 01:00,srv-web-01,37.01,6.53,150.15
2026-05-30 02:00,srv-web-01,33.94,5.36,99.31
2026-05-30 03:00,srv-web-01,,5.97,146.92
2026-05-30 04:00,srv-web-01,31.89,6.18,119.75
2026-05-30 05:00,srv-web-01,42.13,8.02,112.04
2026-05-30 06:00,srv-web-01,32.06,6.84,130.23
2026-05-30 07:00,srv-web-01,46.08,6.47,114.61
2026-05-30 08:00,srv-web-01,38.54,6.89,132.31
2026-05-30 09:00,srv-web-01,38.04,6.85,137.54
2026-05-30 10:00,srv-web-01,43.29,6.52,117.49
2026-05-30 11:00,srv-web-01,35.88,6.97,107.75
2026-05-30 12:00,srv-web-01,37.21,5.69,120.43
2026-05-30 13:00,srv-web-01,42.67,6.15,120.7
2026-05-30 14:00,srv-web-01,26.84,6.6,129.68
2026-05-30 15:00,srv-web-01,47.98,5.75,123.29
2026-05-30 16:00,srv-web-01,36.5,7.26,118.57
2026-05-30 17:00,srv-web-01,36.67,6.49,122.8
2026-05-30 18:00,srv-web-01,32.32,6.16,136.1
2026-05-30 19:00,srv-web-01,28.84,6.11,109.5
2026-05-30 20:00,srv-web-01,42.17,4.78,111.62
2026-05-30 21:00,srv-web-01,37.26,7.25,119.01
2026-05-30 22:00,srv-web-01,31.67,7.5,98.28
2026-05-30 23:00,srv-web-01,21.81,6.35,112.47
2026-05-31 00:00,srv-web-01,28.87,6.57,123.66
2026-05-31 01:00,srv-web-01,31.62,4.98,133.09
2026-05-31 02:00,srv-web-01,38.9,5.92,147.7
2026-05-31 03:00,srv-web-01,28.58,4.78,109.62
2026-05-31 04:00,srv-web-01,34.73,6.19,116.38
2026-05-31 05:00,srv-web-01,37.11,5.0,141.66
2026-05-31 06:00,srv-web-01,34.51,6.89,125.14
2026-05-31 07:00,srv-web-01,37.74,6.46,126.72
2026-05-31 08:00,srv-web-01,38.86,7.06,122.95
2026-05-31 09:00,srv-web-01,39.25,5.93,141.6
2026-05-31 10:00,srv-web-01,30.94,7.44,119.4
2026-05-31 11:00,srv-web-01,26.42,6.1,109.78
2026-05-31 12:00,srv-web-01,40.04,5.48,
2026-05-31 13:00,srv-web-01,23.66,5.64,83.64
2026-05-31 14:00,srv-web-01,25.5,6.61,131.79
2026-05-31 15:00,srv-web-01,37.55,5.23,119.28
2026-05-31 16:00,srv-web-01,34.98,5.07,142.55
2026-05-31 17:00,srv-web-01,40.26,5.82,120.4
2026-05-31 18:00,srv-web-01,36.25,4.37,116.29
2026-05-31 19:00,srv-web-01,30.91,5.2,115.78
2026-05-31 20:00,srv-web-01,45.79,-6.51,111.43
2026-05-31 21:00,srv-web-01,38.44,7.12,133.87
2026-05-31 22:00,srv-web-01,35.36,5.48,130.47
2026-05-31 23:00,srv-web-01,37.36,6.72,129.53
2026-06-01 00:00,srv-web-01,41.3,5.57,139.76
2026-06-01 01:00,srv-web-01,36.19,7.66,109.66
2026-06-01 02:00,srv-web-01,45.42,6.16,110.23
2026-06-01 03:00,srv-web-01,32.1,5.74,126.36
2026-06-01 04:00,srv-web-01,38.14,5.54,119.63
2026-06-01 05:00,srv-web-01,47.85,7.38,126.54
2026-06-01 06:00,srv-web-01,35.23,6.1,129.2
2026-06-01 07:00,srv-web-01,28.86,5.79,94.97
2026-06-01 08:00,srv-web-01,37.4,6.52,112.75
2026-06-01 09:00,srv-web-01,44.44,5.02,98.03
2026-06-01 10:00,srv-web-01,36.35,6.84,
2026-06-01 11:00,srv-web-01,32.25,6.86,119.42
2026-06-01 12:00,srv-web-01,33.96,6.71,129.78
2026-06-01 13:00,srv-web-01,25.54,7.18,140.7
2026-06-01 14:00,srv-web-01,31.25,6.32,127.41
2026-06-01 15:00,srv-web-01,36.56,5.56,109.93
2026-06-01 16:00,srv-web-01,34.85,6.94,128.15
2026-06-01 17:00,srv-web-01,32.78,6.62,77.27
2026-06-01 18:00,srv-web-01,41.89,4.61,114.56
2026-06-01 19:00,srv-web-01,28.28,4.96,137.41
2026-06-01 20:00,srv-web-01,32.19,6.28,119.3
2026-06-01 21:00,srv-web-01,37.86,6.06,100.76
2026-06-01 22:00,srv-web-01,40.98,5.6,96.65
2026-06-01 23:00,srv-web-01,32.43,7.2,132.75
2026-06-02 00:00,srv-web-01,32.91,5.72,115.18
2026-06-02 01:00,srv-web-01,47.46,6.31,126.45
2026-06-02 02:00,srv-web-01,41.18,6.19,116.11
2026-06-02 03:00,srv-web-01,33.82,5.94,119.44
2026-06-02 04:00,srv-web-01,39.37,6.04,130.99
2026-06-02 05:00,srv-web-01,34.52,6.06,90.03
2026-06-02 06:00,srv-web-01,40.5,6.28,134.97
2026-06-02 07:00,srv-web-01,17.62,7.67,117.91
2026-06-02 08:00,srv-web-01,41.65,5.17,129.19
2026-06-02 09:00,srv-web-01,28.68,5.5,148.71
2026-06-02 10:00,srv-web-01,33.86,6.17,133.05
2026-06-02 11:00,srv-web-01,37.97,6.12,125.47
2026-06-02 12:00,srv-web-01,49.42,5.95,123.02
2026-06-02 13:00,srv-web-01,41.3,6.88,137.81
2026-06-02 14:00,srv-web-01,38.83,5.09,144.5
2026-06-02 15:00,srv-web-01,28.12,6.24,108.69
2026-06-02 16:00,srv-web-01,34.62,6.26,124.82
2026-06-02 17:00,srv-web-01,37.53,7.29,126.8
2026-06-02 18:00,srv-web-01,33.54,6.77,137.84
2026-06-02 19:00,srv-web-01,27.63,6.48,130.52
2026-06-02 20:00,srv-web-01,33.21,7.1,117.75
2026-06-02 21:00,srv-web-01,35.75,5.86,120.23
2026-06-02 22:00,srv-web-01,28.42,4.85,143.92
2026-06-02 23:00,srv-web-01,29.92,5.21,87.7
2026-06-03 00:00,srv-web-01,31.17,4.94,144.63
2026-06-03 01:00,srv-web-01,41.06,5.45,153.79
2026-06-03 02:00,srv-web-01,40.89,5.74,82.51
2026-06-03 03:00,srv-web-01,48.75,4.89,
2026-06-03 04:00,srv-web-01,41.14,7.95,140.76
2026-06-03 05:00,srv-web-01,38.38,6.48,132.8
2026-06-03 06:00,srv-web-01,39.55,6.22,121.56
2026-06-03 07:00,srv-web-01,34.62,5.4,115.79
2026-06-03 08:00,srv-web-01,24.84,5.92,105.17
2026-06-03 09:00,srv-web-01,28.38,6.14,140.88
2026-06-03 10:00,srv-web-01,40.51,4.74,105.16
2026-06-03 11:00,srv-web-01,40.64,5.21,116.63
2026-06-03 12:00,srv-web-01,38.3,5.23,121.58
2026-06-03 13:00,srv-web-01,27.0,5.52,124.8
2026-06-03 14:00,srv-web-01,25.44,6.35,119.71
2026-06-03 15:00,srv-web-01,38.31,6.18,140.46
2026-06-03 16:00,srv-web-01,35.75,5.66,121.83
2026-06-03 17:00,srv-web-01,38.26,6.04,120.61
2026-06-03 18:00,srv-web-01,30.79,5.47,98.96
2026-06-03 19:00,srv-web-01,45.5,5.0,109.61
2026-06-03 20:00,srv-web-01,30.69,6.72,115.58
2026-06-03 21:00,srv-web-01,42.49,5.46,124.18
2026-06-03 22:00,srv-web-01,29.99,7.72,102.19
2026-06-03 23:00,srv-web-01,36.86,6.51,126.21
2026-06-04 00:00,srv-web-01,33.89,5.9,120.66
2026-06-04 01:00,srv-web-01,34.12,6.77,153.16
2026-06-04 02:00,srv-web-01,31.66,4.9,118.68
2026-06-04 03:00,srv-web-01,50.48,5.36,144.59
2026-06-04 04:00,srv-web-01,45.07,5.56,128.53
2026-06-04 05:00,srv-web-01,44.77,5.7,116.95
2026-06-04 06:00,srv-web-01,31.51,5.19,110.26
2026-06-04 07:00,srv-web-01,27.66,6.03,108.45
2026-06-04 08:00,srv-web-01,36.4,4.76,124.96
2026-06-04 09:00,srv-web-01,40.0,4.41,125.61
2026-06-04 10:00,srv-web-01,42.37,5.03,145.09
2026-06-04 11:00,srv-web-01,37.51,5.44,119.16
2026-06-04 12:00,srv-web-01,38.35,6.06,128.08
2026-06-04 13:00,srv-web-01,29.48,6.14,98.79
2026-06-04 14:00,srv-web-01,34.33,5.28,108.97
2026-06-04 15:00,srv-web-01,42.42,6.87,129.14
2026-06-04 16:00,srv-web-01,28.45,5.75,138.2
2026-06-04 17:00,srv-web-01,35.85,7.86,125.9
2026-06-04 18:00,srv-web-01,36.15,5.75,122.0
2026-06-04 19:00,srv-web-01,34.09,6.57,134.35
2026-06-04 20:00,srv-web-01,30.28,4.94,92.46
2026-06-04 21:00,srv-web-01,38.05,5.12,87.71
2026-06-04 22:00,srv-web-01,37.33,7.99,119.91
2026-06-04 23:00,srv-web-01,40.03,6.07,118.52
2026-06-05 00:00,srv-web-01,40.51,5.77,124.01
2026-06-05 01:00,srv-web-01,36.93,,134.88
2026-06-05 02:00,srv-web-01,33.95,5.4,128.05
2026-06-05 03:00,srv-web-01,29.61,6.02,119.86
2026-06-05 04:00,srv-web-01,41.52,6.38,119.62
2026-06-05 05:00,srv-web-01,39.91,7.11,128.37
2026-06-05 06:00,srv-web-01,35.06,4.95,104.02
2026-06-05 07:00,srv-web-01,33.17,5.51,117.2
2026-06-05 08:00,srv-web-01,35.34,6.42,118.94
2026-06-05 09:00,srv-web-01,37.92,6.05,90.37
2026-06-05 10:00,srv-web-01,29.36,5.88,101.85
2026-06-05 11:00,srv-web-01,38.6,7.22,138.28
2026-06-05 12:00,srv-web-01,33.72,7.19,122.23
2026-06-05 13:00,srv-web-01,32.98,5.51,115.46
2026-06-05 14:00,srv-web-01,32.67,6.14,122.41
2026-06-05 15:00,srv-web-01,35.02,6.35,137.86
2026-06-05 16:00,srv-web-01,40.7,4.81,81.69
2026-06-05 17:00,srv-web-01,40.61,4.91,116.63
2026-06-05 18:00,srv-web-01,27.98,4.56,128.12
2026-06-05 19:00,srv-web-01,39.55,5.54,81.13
2026-06-05 20:00,srv-web-01,31.72,6.31,97.82
2026-06-05 21:00,srv-web-01,36.1,5.99,128.69
2026-06-05 22:00,srv-web-01,35.72,5.22,137.95
2026-06-05 23:00,srv-web-01,34.05,5.98,106.0
2026-06-06 00:00,srv-web-01,32.34,5.29,117.41
2026-06-06 01:00,srv-web-01,45.27,4.9,95.8
2026-06-06 02:00,srv-web-01,43.83,5.83,109.96
2026-06-06 03:00,srv-web-01,41.24,5.52,147.39
2026-06-06 04:00,srv-web-01,39.07,5.61,152.36
2026-06-06 05:00,srv-web-01,31.37,6.59,124.49
2026-06-06 06:00,srv-web-01,42.81,7.25,120.48
2026-06-06 07:00,srv-web-01,30.48,6.37,109.83
2026-06-06 08:00,srv-web-01,47.08,6.11,114.52
2026-06-06 09:00,srv-web-01,36.11,4.92,105.43
